name,zone,P. Mass Class,atmosphere,habitable,radius,S. Constellation,distance,P. Disc. Method,P. Disc. Year
HIP 8541 b,Hot,Jovian,hydrogen-rich,non-habitable,11.68,Eri,169,Radial Velocity,2016
WASP-25 b,Hot,Jovian,metals-rich,non-habitable,14.11,Hya,169,Primary Transit,2010
Kepler-994 b,Hot,Superterran,metals-rich,non-habitable,1.6,Cyg,170,Transit,2016
Pr 0201 b,Hot,Jovian,metals-rich,non-habitable,9.01,Cnc,170,Radial Velocity,2012
Pr 0211 b,Hot,Jovian,hydrogen-rich,non-habitable,11.19,Cnc,170,Radial Velocity,2012
Pr 0211 c,Cold,Jovian,hydrogen-rich,non-habitable,11.65,Cnc,170,Radial Velocity,2016
Kepler-1053 b,Hot,Terran,no-atmosphere,non-habitable,0.97,Lyr,171,Transit,2016
Kepler-186 b,Hot,Terran,metals-rich,non-habitable,1.14,Cyg,172,Primary Transit,2014
Kepler-186 c,Hot,Terran,metals-rich,non-habitable,1.34,Cyg,172,Primary Transit,2014
Kepler-186 d,Hot,Superterran,metals-rich,non-habitable,1.56,Cyg,172,Primary Transit,2014
Kepler-186 e,Hot,Terran,metals-rich,non-habitable,1.33,Cyg,172,Primary Transit,2014
Kepler-186 f,Warm,Terran,metals-rich,hypopsychroplanet,1.17,Cyg,172,transit,2015
Kepler-10 b,Hot,Terran,no-atmosphere,non-habitable,1.47,Dra,173,Primary Transit,2011
Kepler-10 c,Hot,Superterran,metals-rich,non-habitable,2.32,Dra,173,Primary Transit,2011
WD 1145+017 b,,,,non-habitable,0.1,Vir,174,Primary Transit,2015
Kepler-1124 b,Hot,Terran,metals-rich,non-habitable,1.28,Lyr,177,Transit,2016
KELT-3 b,Hot,Jovian,metals-rich,non-habitable,14.93,LMi,178,Primary Transit,2012
WASP-41 b,Hot,Jovian,metals-rich,non-habitable,13.22,Cen,180,Primary Transit,2010
WASP-41 c,Warm,Jovian,hydrogen-rich,non-habitable,11.59,Cen,180,Radial Velocity,2015
WASP-130 b,Hot,Jovian,hydrogen-rich,non-habitable,9.97,Cen,180,Primary Transit,2016
WASP-140 b,Hot,Jovian,hydrogen-rich,non-habitable,16.13,Eri,180,Primary Transit,2016
HW Vir(AB) b,Cold,Jovian,hydrogen-rich,non-habitable,11.32,Vir,181,Pulsar,2008
K2-24 b,Hot,Neptunian,metals-rich,non-habitable,5.83,Sco,181,Transit,2016
K2-24 c,Hot,Jovian,hydrogen-rich,non-habitable,8.1,Sco,181,Transit,2016
KELT-10 b,Hot,Jovian,metals-rich,non-habitable,15.67,Tel,183,Primary Transit,2015
Kepler-1152 b,Hot,Terran,no-atmosphere,non-habitable,0.87,Cyg,184,Transit,2016
HD 13189 b,Hot,Jovian,hydrogen-rich,non-habitable,11.34,Tri,185,Radial Velocity,2005
K2-29 b,Hot,Jovian,metals-rich,non-habitable,13.34,Tau,185,Transit,2016
HD 152581 b,Hot,Jovian,hydrogen-rich,non-habitable,10.92,Oph,186,Radial Velocity,2011
Kepler-1313 b,Hot,Superterran,metals-rich,non-habitable,1.76,Cyg,187,Transit,2016
MASCARA-1 b,Hot,Jovian,hydrogen-rich,non-habitable,16.8,Equ,188.7,Primary Transit,2017
HAT-P-15 b,Hot,Jovian,hydrogen-rich,non-habitable,12.01,Per,190,Primary Transit,2010
Kepler-22 b,Warm,Superterran,hydrogen-rich,mesoplanet,2.35,Cyg,190,Primary Transit,2011
HAT-P-30-WASP-51 b,Hot,Jovian,metals-rich,non-habitable,15.01,Hya,193,Primary Transit,2011
HD 206610 b,Hot,Jovian,hydrogen-rich,non-habitable,11.35,Aqr,194,Radial Velocity,2010
Kepler-737 b,Hot,Superterran,metals-rich,non-habitable,1.96,Cyg,195,Transit,2016
Kepler-1019 b,Hot,Terran,metals-rich,non-habitable,1.46,Lyr,198,Transit,2016
Kepler-1076 b,Hot,Subterran,no-atmosphere,non-habitable,0.8,Cyg,199,Transit,2016
Kepler-1624 b,Hot,Neptunian,metals-rich,non-habitable,5.7,Cyg,199,Transit,2016
BD+20 2457 b,Hot,Jovian,hydrogen-rich,non-habitable,10.85,Leo,200,Radial Velocity,2009
BD+20 2457 c,Warm,Jovian,hydrogen-rich,non-habitable,11.44,Leo,200,Radial Velocity,2009
HAT-P-6 b,Hot,Jovian,metals-rich,non-habitable,14.9,And,200,Primary Transit,2007
Kepler-63 b,Hot,Jovian,metals-rich,non-habitable,6.1,Cyg,200,Primary Transit,2013
WASP-47 b,Hot,Jovian,hydrogen-rich,non-habitable,13.1,Aqr,200,Primary Transit,2011
WASP-47 c,Warm,Jovian,hydrogen-rich,non-habitable,10.72,Aqr,200,Radial Velocity,2015
WASP-47 d,Hot,Neptunian,metals-rich,non-habitable,3.71,Aqr,200,Primary Transit, TTV
WASP-47 e,Hot,Superterran,metals-rich,non-habitable,1.87,Aqr,200,Primary Transit, TTV
WASP-71 b,Hot,Jovian,hydrogen-rich,non-habitable,16.8,Cet,200,Primary Transit,2012
WASP-82 b,Hot,Jovian,metals-rich,non-habitable,18.7,Ori,200,Primary Transit,2013
XO-1 b,Hot,Jovian,metals-rich,non-habitable,13.26,CrB,200,Primary Transit,2006
KELT-15 b,Hot,Jovian,metals-rich,non-habitable,16.16,Car,201,Primary Transit,2015
HAT-P-27-WASP-40 b,Hot,Jovian,metals-rich,non-habitable,11.82,Vir,204,Primary Transit,2011
HAT-P-14 b,Hot,Jovian,hydrogen-rich,non-habitable,13.44,Her,205,Primary Transit,2010
HATS-22 b,Hot,Jovian,hydrogen-rich,non-habitable,10.67,Hya,207.9,Primary Transit,2016
EPIC 210894022 b,Hot,Superterran,metals-rich,non-habitable,1.9,Tau,210,Radial Velocity,2017
KELT-17 b,Hot,Jovian,metals-rich,non-habitable,17.08,Cnc,210,Primary Transit,2015
WASP-20 b,Hot,Jovian,metals-rich,non-habitable,16.34,Cet,210,Primary Transit,2011
WASP-111 b,Hot,Jovian,metals-rich,non-habitable,16.15,Cap,210,Primary Transit,2014
KELT-4 A b,Hot,Jovian,metals-rich,non-habitable,19.11,Leo,211,Radial Velocity,2013
Kepler-543 b,Hot,Superterran,hydrogen-rich,non-habitable,2.5,Lyr,212,Transit,2016
HAT-P-13 b,Hot,Jovian,metals-rich,non-habitable,14.34,UMa,214,Primary Transit,2009
HAT-P-13 c,Warm,Jovian,hydrogen-rich,non-habitable,11.32,UMa,214,Radial Velocity,2009
HAT-P-19 b,Hot,Jovian,metals-rich,non-habitable,12.68,And,215,Primary Transit,2010
Kepler-1439 b,Hot,Terran,metals-rich,non-habitable,1.46,Lyr,215,Transit,2016
Kepler-942 b,Hot,Superterran,metals-rich,non-habitable,2.13,Cyg,218,Transit,2016
K2-14 b,Hot,Neptunian,metals-rich,non-habitable,4.81,Vir,219,Transit,2016
CoRoT-31 b,Hot,Jovian,metals-rich,non-habitable,16.8,Mon,220,Primary Transit,2017
K2-105 b,Hot,Neptunian,metals-rich,non-habitable,3.58,Cnc,220,Primary Transit,2017
TrES-2b,Hot,Jovian,hydrogen-rich,non-habitable,13.32,Dra,220,Primary Transit,2006
WASP-108 b,Hot,Jovian,metals-rich,non-habitable,13.61,Cen,220,Primary Transit,2014
HD 5583 b,Hot,Jovian,hydrogen-rich,non-habitable,11.68,And,221,Radial Velocity,2016
Kepler-505 b,Hot,Neptunian,metals-rich,non-habitable,2.6,Lyr,222,Transit,2016
WASP-3 b,Hot,Jovian,hydrogen-rich,non-habitable,16.28,Lyr,223,Primary Transit,2007
Kepler-779 b,Hot,Terran,metals-rich,non-habitable,0.92,Lyr,224,Transit,2016
Kepler-954 b,Hot,Superterran,metals-rich,non-habitable,2.32,Cyg,224,Transit,2016
Kepler-1605 b,Hot,Terran,metals-rich,non-habitable,1.08,Lyr,224,Transit,2016
EPIC 201637175 b,Hot,Neptunian,hydrogen-rich,non-habitable,2.8,Leo,225,Primary Transit,2015
K2-22 b,Hot,Superterran,hydrogen-rich,non-habitable,2.5,Leo,225,Transit,2016
WASP-67 b,Hot,Jovian,metals-rich,non-habitable,15.68,Sgr,225,Primary Transit,2011
Kepler-296 b,Hot,Terran,no-atmosphere,non-habitable,0.94,Dra,226,Primary Transit,2014
Kepler-296 c,Hot,Superterran,metals-rich,non-habitable,2.15,Dra,226,Primary Transit,2014
Kepler-296 d,Hot,Superterran,metals-rich,non-habitable,2.27,Dra,226,Primary Transit,2014
Kepler-296 e,Warm,Terran,metals-rich,mesoplanet,1.48,Dra,226,transit,2015
Kepler-296 f,Warm,Superterran,metals-rich,psychroplanet,1.75,Dra,226,transit,2015
HD 28678 b,Hot,Jovian,hydrogen-rich,non-habitable,11.08,Tau,227,Radial Velocity,2011
Kepler-1089 b,Hot,Superterran,metals-rich,non-habitable,1.83,Cyg,227,Transit,2016
Kepler-1521 b,Hot,Superterran,hydrogen-rich,non-habitable,2.5,Cyg,227,Transit,2016
HAT-P-8 b,Hot,Jovian,metals-rich,non-habitable,16.8,Peg,230,Primary Transit,2008
WASP-21 b,Hot,Jovian,metals-rich,non-habitable,13.55,Peg,230,Primary Transit,2010
WASP-39 b,Hot,Jovian,metals-rich,non-habitable,14.22,Vir,230,Primary Transit,2011
WASP-50 b,Hot,Jovian,hydrogen-rich,non-habitable,12.75,Eri,230,Primary Transit,2011
WASP-139 b,Hot,Neptunian,metals-rich,non-habitable,8.96,Eri,230,Primary Transit,2016
Kepler-506 b,Hot,Neptunian,no-atmosphere,non-habitable,2.73,Lyr,231,Transit,2016
HD 11755 b,Hot,Jovian,hydrogen-rich,non-habitable,11.68,Cas,231.5,Radial Velocity,2015
Kepler-519 b,Hot,Superterran,metals-rich,non-habitable,2.09,Cyg,234,Transit,2016
Kepler-1130 b,Hot,Subterran,no-atmosphere,non-habitable,0.8,Lyr,234,Transit,2016
WASP-126 b,Hot,Jovian,metals-rich,non-habitable,10.75,Hyi,234,Primary Transit,2016
HAT-P-16 b,Hot,Jovian,hydrogen-rich,non-habitable,14.44,And,235,Primary Transit,2010
WASP-53 b,Hot,Jovian,hydrogen-rich,non-habitable,12.03,Cet,235,Radial Velocity,2011
WASP-53 c,Cold,Jovian,hydrogen-rich,non-habitable,11.19,Cet,235,Radial Velocity,2016
KELT-8 b,Hot,Jovian,metals-rich,non-habitable,20.83,Her,236,Primary Transit,2015
Kepler-1229 b,Warm,Terran,metals-rich,psychroplanet,1.4,Cyg,236,Transit,2016
Kepler-691 b,Hot,Superterran,metals-rich,non-habitable,2.08,Lyr,239,Transit,2016
Kepler-953 b,Hot,Neptunian,metals-rich,non-habitable,4.21,Cyg,240,Transit,2016
Kepler-953 c,Hot,Terran,metals-rich,non-habitable,1.19,Cyg,240,Transit,2016
KOI-4427 b,Warm,Superterran,hydrogen-rich,hypopsychroplanet,1.84,Cyg,240,transit,2015
WASP-79 b,Hot,Jovian,metals-rich,non-habitable,19.04,Eri,240,Primary Transit,2012
WASP-87 A b,Hot,Jovian,hydrogen-rich,non-habitable,15.51,Cen,240,Primary Transit,2014
Kepler-901 b,Hot,Terran,metals-rich,non-habitable,1.37,Lyr,241,Transit,2016
Kepler-1351 b,Hot,Subterran,no-atmosphere,non-habitable,0.65,Cyg,241,Transit,2016
Kepler-676 b,Hot,Neptunian,metals-rich,non-habitable,3.04,Cyg,243,Transit,2016
Kepler-1074 b,Hot,Terran,metals-rich,non-habitable,1.25,Lyr,245,Transit,2016
WASP-70 A b,Hot,Jovian,metals-rich,non-habitable,13.04,Aqr,245,Primary Transit,2011
WASP-129 b,Hot,Jovian,hydrogen-rich,non-habitable,10.42,Cen,246,Primary Transit,2016
Kepler-988 b,Hot,Superterran,metals-rich,non-habitable,2.07,Lyr,248,Transit,2016
HAT-P-38 b,Hot,Jovian,metals-rich,non-habitable,9.24,Tri,249,Primary Transit,2012
Kepler-908 b,Hot,Terran,no-atmosphere,non-habitable,1.22,Cyg,250,Transit,2016
WASP-26 b,Hot,Jovian,metals-rich,non-habitable,14.35,Cet,250,Primary Transit,2010
WASP-93 b,Hot,Jovian,metals-rich,non-habitable,17.89,Cas,250,Primary Transit,2016
WASP-118 b,Hot,Jovian,metals-rich,non-habitable,16.13,Psc,250,Primary Transit,2016
WASP-131 b,Hot,Jovian,metals-rich,non-habitable,13.66,Cen,250,Primary Transit,2016
HD 5891 b,Hot,Jovian,hydrogen-rich,non-habitable,11.66,Psc,251,Radial Velocity,2011
Kepler-705 b,Warm,Superterran,hydrogen-rich,mesoplanet,2.11,Lyr,251,Transit,2016
K2-106 b,Hot,Terran,metals-rich,non-habitable,1.52,Psc,253,Primary Transit,2016
K2-106 c,Hot,Superterran,metals-rich,non-habitable,2.46,Psc,253,Primary Transit,2016
HAT-P-21 b,Hot,Jovian,hydrogen-rich,non-habitable,11.47,UMa,254,Primary Transit,2010
Kepler-531 b,Hot,Neptunian,metals-rich,non-habitable,2.78,Dra,254,Transit,2016
KELT-19 A b,Hot,Jovian,hydrogen-rich,non-habitable,21.39,CMi,255,Primary Transit,2017
Kepler-515 b,Hot,Terran,metals-rich,non-habitable,1.46,Cyg,255,Transit,2016
XO-5 b,Hot,Jovian,hydrogen-rich,non-habitable,11.54,Lyn,255,Primary Transit,2008
HAT-P-34 b,Hot,Jovian,hydrogen-rich,non-habitable,12.4,Sge,257,Primary Transit,2012
HATS-5 b,Hot,Jovian,metals-rich,non-habitable,10.21,Eri,257,Primary Transit,2014
HATS-7 b,Hot,Neptunian,metals-rich,non-habitable,6.31,Vir,257,Primary Transit,2015
Kepler-743 b,Hot,Terran,no-atmosphere,non-habitable,1.21,Cyg,258,Transit,2016
Kepler-622 b,Hot,Superterran,metals-rich,non-habitable,2.13,Lyr,259,Transit,2016
Kepler-806 b,Hot,Terran,no-atmosphere,non-habitable,1.14,Cyg,260,Transit,2016
Kepler-1349 b,Hot,Subterran,no-atmosphere,non-habitable,0.69,Dra,260,Transit,2016
WASP-75 b,Hot,Jovian,metals-rich,non-habitable,14.22,Aqr,260,Primary Transit,2013
XO-3 b,Hot,Jovian,hydrogen-rich,non-habitable,13.63,Cam,260,Primary Transit,2007
Kepler-440 b,Warm,Superterran,metals-rich,mesoplanet,1.86,Lyr,261,transit,2015
Kepler-1540 b,Warm,Superterran,hydrogen-rich,mesoplanet,2.49,Lyr,262,Transit,2016
K2-108 b,Hot,Neptunian,metals-rich,non-habitable,5.28,Cnc,262.4,Primary Transit,2016
KELT-1 b,Hot,Jovian,hydrogen-rich,non-habitable,12.5,And,263,Primary Transit,2012
HD 24064 b,Hot,Jovian,hydrogen-rich,non-habitable,11.6,Cam,264.4,Radial Velocity,2015
Kepler-1075 b,Hot,Terran,metals-rich,non-habitable,1.42,Lyr,265,Transit,2016
Kepler-1339 b,Hot,Subterran,no-atmosphere,non-habitable,0.71,Dra,267,Transit,2016
HAT-P-47 b,Hot,Jovian,metals-rich,non-habitable,14.71,Ari,268,Primary Transit,2016
Kepler-992 b,Hot,Superterran,metals-rich,non-habitable,1.62,Lyr,268,Transit,2016
Kepler-1203 b,Hot,Terran,no-atmosphere,non-habitable,1.06,Cyg,269,Transit,2016
Kepler-523 b,Hot,Superterran,metals-rich,non-habitable,1.96,Lyr,270,Transit,2016
WASP-121 b,Hot,Jovian,metals-rich,non-habitable,20.89,Pup,270,Primary Transit,2015
K2-10 b,Hot,Neptunian,metals-rich,non-habitable,3.84,Leo,271,Transit,2016
HD 175370 b,Hot,Jovian,hydrogen-rich,non-habitable,11.68,Lyr,272,Radial Velocity,2016
K2-30 b,Hot,Jovian,metals-rich,non-habitable,11.65,Tau,278,Transit,2016
Kepler-753 b,Hot,Superterran,metals-rich,non-habitable,1.9,Lyr,278,Transit,2016
Kepler-1630 b,Cold,Superterran,hydrogen-rich,non-habitable,2.18,Cyg,278,Transit,2016
Kepler-475 b,Hot,Superterran,metals-rich,non-habitable,2.49,Lyr,280,Transit,2016
Kepler-1009 b,Hot,Superterran,metals-rich,non-habitable,2.17,Lyr,281,Transit,2016
WASP-106 b,Hot,Jovian,hydrogen-rich,non-habitable,12.15,Leo,283,Primary Transit,2014
Kepler-441 b,Cold,Superterran,metals-rich,non-habitable,1.64,Dra,284,transit,2015
Kepler-517 b,Hot,Neptunian,metals-rich,non-habitable,2.67,Cyg,284,Transit,2016
HATS-21 b,Hot,Jovian,metals-rich,non-habitable,12.58,Pav,286,Primary Transit,2016
K2-13 b,Hot,Superterran,metals-rich,non-habitable,1.89,Leo,290,Transit,2016
Kepler-20 b,Hot,Superterran,metals-rich,non-habitable,1.87,Lyr,290,Primary Transit,2011
Kepler-20 c,Hot,Neptunian,metals-rich,non-habitable,3.04,Lyr,290,Primary Transit,2011
Kepler-20 d,Hot,Neptunian,metals-rich,non-habitable,2.74,Lyr,290,Primary Transit,2011
Kepler-20 e,Hot,Terran,no-atmosphere,non-habitable,0.86,Lyr,290,Primary Transit,2011
Kepler-20 f,Hot,Terran,no-atmosphere,non-habitable,1,Lyr,290,Primary Transit,2011
Kepler-20 g,Hot,Neptunian,metals-rich,non-habitable,4.65,Lyr,290,Other,2016
Kepler-482 b,Hot,Superterran,hydrogen-rich,non-habitable,2.36,Cyg,290,Transit,2016
HD 220074 b,Hot,Jovian,hydrogen-rich,non-habitable,11.51,Cas,290.2,Radial Velocity,2012
K2-19 b,Hot,Jovian,metals-rich,non-habitable,7.74,Vir,291,Transit,2016
K2-19 c,Hot,Neptunian,metals-rich,non-habitable,4.86,Vir,291,Transit,2016
K2-19 d,Hot,Terran,no-atmosphere,non-habitable,1.14,Vir,291,Transit,2016
Kepler-1027 b,Hot,Terran,no-atmosphere,non-habitable,0.88,Lyr,291,Transit,2016
XO-4 b,Hot,Jovian,hydrogen-rich,non-habitable,14.75,Lyn,293,Primary Transit,2008
K2-12 b,Hot,Superterran,metals-rich,non-habitable,2.33,Leo,294,Transit,2016
HAT-P-46 b,Hot,Jovian,metals-rich,non-habitable,14.38,Ser,296,Primary Transit,2013
HAT-P-46 c,Hot,Jovian,hydrogen-rich,non-habitable,11.26,Ser,296,Primary Transit,2013
Kepler-858 b,Hot,Neptunian,metals-rich,non-habitable,4.86,Cyg,296,Transit,2016
Kepler-1185 b,Hot,Terran,metals-rich,non-habitable,1.33,Lyr,296,Transit,2016
HAT-P-25 b,Hot,Jovian,metals-rich,non-habitable,13.33,Ari,297,Primary Transit,2010
Kepler-973 b,Hot,Superterran,metals-rich,non-habitable,1.96,Cyg,297,Transit,2016
WASP-5 b,Hot,Jovian,hydrogen-rich,non-habitable,13.12,Phe,297,Primary Transit,2007
Kepler-960 b,Hot,Superterran,metals-rich,non-habitable,2.28,Lyr,298,Transit,2016
Kepler-993 b,Hot,Neptunian,metals-rich,non-habitable,2.97,Cyg,298,Transit,2016
Kepler-1008 b,Hot,Terran,metals-rich,non-habitable,1.28,Cyg,299,Transit,2016
CoRoT-2 b,Hot,Jovian,hydrogen-rich,non-habitable,16.41,Aql,300,Primary Transit,2007
EPIC 219388192 b,Hot,Jovian,hydrogen-rich,non-habitable,10.49,Sgr,300,Primary Transit,2016
HD 95127 b,Hot,Jovian,hydrogen-rich,non-habitable,11.68,UMa,300,Radial Velocity,2015
Kepler-1088 b,Hot,Terran,metals-rich,non-habitable,1.42,Lyr,300,Transit,2016
WASP-4 b,Hot,Jovian,metals-rich,non-habitable,15.62,Phe,300,Primary Transit,2007
WASP-22 b,Hot,Jovian,metals-rich,non-habitable,13.43,Eri,300,Primary Transit,2010
WASP-58 b,Hot,Jovian,metals-rich,non-habitable,15.34,Lyr,300,Primary Transit,2011
WASP-83 b,Hot,Jovian,metals-rich,non-habitable,11.65,Crv,300,Primary Transit,2014
WASP-135 b,Hot,Jovian,hydrogen-rich,non-habitable,14.56,Her,300,Primary Transit,2015
Kepler-472 b,Hot,Neptunian,metals-rich,non-habitable,3.21,Cyg,302,Transit,2016
Kepler-674 b,Hot,Superterran,metals-rich,non-habitable,1.69,Dra,302,Transit,2016
HAT-P-57 b,Hot,Jovian,metals-rich,non-habitable,15.83,Aql,303,Primary Transit,2015
HATS-1 b,Hot,Jovian,hydrogen-rich,non-habitable,14.58,Crt,303,Primary Transit,2012
HAT-P-45 b,Hot,Jovian,metals-rich,non-habitable,15.97,Ser,305,Primary Transit,2013
HAT-P-48 b,Hot,Jovian,metals-rich,non-habitable,12.67,Ari,305,Primary Transit,2016
Kepler-533 b,Hot,Neptunian,metals-rich,non-habitable,3.38,Cyg,305,Transit,2016
Kepler-1312 b,Hot,Superterran,metals-rich,non-habitable,2.09,Cyg,305,Transit,2016
HAT-P-24 b,Hot,Jovian,metals-rich,non-habitable,13.91,Gem,306,Primary Transit,2010
WASP-6 b,Hot,Jovian,metals-rich,non-habitable,13.71,Aqr,307,Primary Transit,2008
WASP-15 b,Hot,Jovian,metals-rich,non-habitable,15.99,Cen,308,Primary Transit,2008
WASP-138 b,Hot,Jovian,hydrogen-rich,non-habitable,10.61,Cet,308,Primary Transit,2016
HAT-P-4 b,Hot,Jovian,metals-rich,non-habitable,14.22,Boo,310,Primary Transit,2007
Kepler-1499 b,Hot,Terran,metals-rich,non-habitable,1.19,Lyr,310,Transit,2016
WASP-65 b,Hot,Jovian,hydrogen-rich,non-habitable,12.45,Cnc,310,Primary Transit,2011
Kepler-100 b,Hot,Terran,metals-rich,non-habitable,1.3,Lyr,310.34,Primary Transit,2014
Kepler-100 c,Hot,Terran,no-atmosphere,non-habitable,2.22,Lyr,310.34,Primary Transit,2014
Kepler-100 d,Hot,Terran,metals-rich,non-habitable,1.51,Lyr,310.34,Primary Transit,2014
HAT-P-56 b,Hot,Jovian,hydrogen-rich,non-habitable,16.42,Gem,310.5,Primary Transit,2015
KELT-18 b,Hot,Jovian,metals-rich,non-habitable,17.58,UMa,311,Primary Transit,2017
Kepler-1627 b,Hot,Neptunian,metals-rich,non-habitable,3.68,Lyr,311,Transit,2016
Kepler-551 b,Hot,Neptunian,metals-rich,non-habitable,2.73,Dra,312,Transit,2016
Kepler-968 b,Hot,Superterran,metals-rich,non-habitable,1.99,Dra,312,Transit,2016
Kepler-968 c,Hot,Superterran,metals-rich,non-habitable,1.69,Dra,312,Transit,2016
Kepler-65 b,Hot,Terran,no-atmosphere,non-habitable,1.41,Lyr,312.43,Primary Transit,2013
Kepler-65 c,Hot,Neptunian,metals-rich,non-habitable,2.57,Lyr,312.43,Primary Transit,2013
Kepler-65 d,Hot,Terran,metals-rich,non-habitable,1.51,Lyr,312.43,Primary Transit,2013
Kepler-539 b,Hot,Terran,no-atmosphere,non-habitable,8.37,Cyg,313,Transit,2016
Kepler-539 c,Cold,Terran,metals-rich,non-habitable,1.35,Cyg,313,Transit,2016
HAT-P-36 b,Hot,Jovian,hydrogen-rich,non-habitable,14.16,CVn,317,Primary Transit,2012
Kepler-909 b,Hot,Terran,metals-rich,non-habitable,1.47,Cyg,318,Transit,2016
HD 1690 b,Hot,Jovian,hydrogen-rich,non-habitable,11.68,Cet,319,Radial Velocity,2010
HAT-P-7 b,Hot,Jovian,metals-rich,non-habitable,16.03,Cyg,320,Primary Transit,2008
HAT-P-32 b,Hot,Jovian,metals-rich,non-habitable,22.81,And,320,Primary Transit,2011
HAT-P-67 b,Hot,Jovian,metals-rich,non-habitable,23.35,Her,320,Primary Transit,2017
Kepler-421 b,Cold,Neptunian,metals-rich,non-habitable,4.16,Lyr,320,Primary Transit,2014
WASP-110 b,Hot,Jovian,metals-rich,non-habitable,13.87,Sgr,320,Primary Transit,2014
HD 208527 b,Hot,Jovian,hydrogen-rich,non-habitable,11.57,Peg,320.2,Radial Velocity,2012
Kepler-808 b,Hot,Terran,metals-rich,non-habitable,1.46,Cyg,321,Transit,2016
Kepler-1347 b,Hot,Terran,metals-rich,non-habitable,1.03,Cyg,321,Transit,2016
HAT-P-29 b,Hot,Jovian,metals-rich,non-habitable,12.4,Per,322,Primary Transit,2011
HAT-P-49 b,Hot,Jovian,metals-rich,non-habitable,15.83,Vul,322,Primary Transit,2014
K2-16 b,Hot,Superterran,metals-rich,non-habitable,2.02,Vir,324,Transit,2016
K2-16 c,Hot,Superterran,metals-rich,non-habitable,2.54,Vir,324,Transit,2016
Kepler-518 b,Hot,Superterran,metals-rich,non-habitable,2.11,Lyr,324,Transit,2016
Kepler-1039 b,Hot,Terran,metals-rich,non-habitable,1.46,Cyg,324,Transit,2016
Kepler-508 b,Hot,Superterran,metals-rich,non-habitable,1.64,Cyg,325,Transit,2016
Kepler-532 b,Hot,Neptunian,metals-rich,non-habitable,2.56,Cyg,325,Transit,2016
Kepler-61 b,Warm,Superterran,hydrogen-rich,mesoplanet,2.15,Cyg,326,Primary Transit,2012
CVSO 30 b,Hot,Jovian,hydrogen-rich,non-habitable,21.39,Ori,330,Primary Transit,2012
CVSO 30 c,Cold,Jovian,hydrogen-rich,non-habitable,18.26,Ori,330,Imaging,2016
Kepler-615 b,Hot,Superterran,metals-rich,non-habitable,1.74,Lyr,330,Transit,2016
WASP-55 b,Hot,Jovian,metals-rich,non-habitable,14.56,Vir,330,Primary Transit,2011
WASP-63 b,Hot,Jovian,metals-rich,non-habitable,16.02,Col,330,Primary Transit,2011
WASP-109 b,Hot,Jovian,metals-rich,non-habitable,16.16,Lib,330,Primary Transit,2014
WASP-24 b,Hot,Jovian,metals-rich,non-habitable,14.56,Vir,332.5,Primary Transit,2010
Kepler-45 b,Hot,Jovian,metals-rich,non-habitable,10.75,Cyg,333,Primary Transit,2011
Kepler-580 b,Hot,Neptunian,metals-rich,non-habitable,2.56,Lyr,333,Transit,2016
WASP-119 b,Hot,Jovian,metals-rich,non-habitable,15.68,Ret,333,Primary Transit,2016
Kepler-463 b,Hot,Neptunian,metals-rich,non-habitable,3.05,Cyg,336,Transit,2016
Kepler-1178 b,Hot,Terran,metals-rich,non-habitable,1.06,Cyg,336,Transit,2016
Kepler-1542 b,Hot,Subterran,no-atmosphere,non-habitable,0.76,Lyr,336,Transit,2016
Kepler-1542 c,Hot,Subterran,no-atmosphere,non-habitable,0.65,Lyr,336,Transit,2016
Kepler-1542 d,Hot,Terran,no-atmosphere,non-habitable,0.87,Lyr,336,Transit,2016
Kepler-1542 e,Hot,Subterran,no-atmosphere,non-habitable,0.76,Lyr,336,Transit,2016
WASP-37 b,Hot,Jovian,hydrogen-rich,non-habitable,12.99,Vir,338,Primary Transit,2010
HATS-17 b,Hot,Jovian,hydrogen-rich,non-habitable,8.7,Cen,339,Primary Transit,2016
HATS-30 b,Hot,Jovian,metals-rich,non-habitable,13.16,Tuc,339,Primary Transit,2016
Kepler-509 b,Hot,Superterran,metals-rich,non-habitable,2.49,Cyg,339,Transit,2016
HAT-P-5 b,Hot,Jovian,metals-rich,non-habitable,14.02,Lyr,340,Primary Transit,2007
Kepler-1444 b,Hot,Superterran,metals-rich,non-habitable,2.17,Lyr,340,Transit,2016
WASP-90 b,Hot,Jovian,metals-rich,non-habitable,18.26,Equ,340,Primary Transit,2013
EPIC 228735255 b,Hot,Jovian,hydrogen-rich,non-habitable,12.26,Vir,340.24,Primary Transit,2017
HATS-43 b,Hot,Jovian,metals-rich,non-habitable,13.22,Col,341,Primary Transit,2017
Kepler-636 b,Hot,Neptunian,metals-rich,non-habitable,4.45,Cyg,341,Transit,2016
Kepler-658 b,Hot,Superterran,metals-rich,non-habitable,1.62,Lyr,341,Transit,2016
